7187,Cartridge,27276,CARTRIDGE CANON CLI-151 MAGENTA IP-7210,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/27276_large.jpg,
7187,Cartridge,27277,CARTRIDGE CANON CLI-151 YELLOW IP-7210,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/27277_large.jpg,
7456,Cartridge,40759,CARTRIDGE CANON CLI-221 BLACK 210PAG IP-4700/3600,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/40759_large.jpg,
7436,Cartridge,40608,CARTRIDGE CANON CLI-221 CYAN IP-4700,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/40608_large.jpg,
7436,Cartridge,40609,CARTRIDGE CANON CLI-221 MAGENTA IP-4700,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/40609_large.jpg,
7436,Cartridge,40610,CARTRIDGE CANON CLI-221 YELLOW IP-4700,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/40610_large.jpg,
8975,Cartridge,22815,CARTRIDGE CANON CLI-42 GRAY PIXMA PRO-100,INSUMOS COMPUTACION,CANON,,
8975,Cartridge,22816,CARTRIDGE CANON CLI-42 LIGHT GRAY PIXMA PRO-100,INSUMOS COMPUTACION,CANON,,
8975,Cartridge,22817,CARTRIDGE CANON CLI-42 MAGENTA PIXMA PRO-100,INSUMOS COMPUTACION,CANON,,
8975,Cartridge,22818,CARTRIDGE CANON CLI-42 PHOTO CYAN PIXMA PRO-100,INSUMOS COMPUTACION,CANON,,
8975,Cartridge,22819,CARTRIDGE CANON CLI-42 PHOTO MAGENTA PIXMA PRO-100,INSUMOS COMPUTACION,CANON,,
8975,Cartridge,22821,CARTRIDGE CANON CLI-42 YELLOW PIXMA PRO-100,INSUMOS COMPUTACION,CANON,,
8930,Cartridge,22528,CARTRIDGE CANON CLI-8 BK NEGRO IP 4200/6600,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/22528_large.jpg,
9015,Cartridge,22529,CARTRIDGE CANON CLI-8 C CYAN IP-3300/4200/6600,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/22529_large.jpg,
8930,Cartridge,22530,CARTRIDGE CANON CLI-8 M MAGENTA IP-3300/4200/6600D,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/22530_large.jpg,
9625,Cartridge,22584,CARTRIDGE CANON CLI-8 PC PHOTO CYAN PIXMA IP 6600D,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/22584_large.jpg,
9116,Cartridge,22531,CARTRIDGE CANON CLI-8 Y YELLOW IP-3300/4200/6600D,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/22531_large.jpg,
51934,Cartridge,26573,CARTRIDGE CANON PFI 102 BK 130ML IPF-700/750/650,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/26573_large.jpg,
52079,Cartridge,26593,CARTRIDGE CANON PFI 102 CYAN IPF-700/750/650,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/26593_large.jpg,
52079,Cartridge,26594,CARTRIDGE CANON PFI 102 MAGENTA IPF-700/750/650/7,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/26594_large.jpg,
52079,Cartridge,26595,CARTRIDGE CANON PFI 102 YELLOW IPF-700/750/650/,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/26595_large.jpg,
9328,Cartridge,24953,CARTRIDGE CANON PG-140 NG MG-2110 MG-3110,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/24953_large.jpg,
8979,Cartridge,28934,CARTRIDGE CANON PG-145 NG MG2410/MG2510/IP2810,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/28934_large.jpg,
10126,Cartridge,27210,CARTRIDGE CANON PG-210 NG MP250/490/230/MX320/340,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/27210_large.jpg,
13857,Cartridge,27310,CARTRIDGE CANON PG-210XL NEGRA MP250/490/MX320/340,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/27310_large.jpg,
10347,Cartridge,25574,CARTRIDGE CANON PG-30 NEGRO IP1800/2500 MP140/190,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/25574_large.jpg,
12241,Cartridge,22415,CARTRIDGE CANON PG-40 NEGRO IP1200/1600/1300 840 P,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/22415_large.jpg,
6681,Cartridge,29244,CARTRIDGE CANON PG-44 BK PIXIMA E-481,INSUMOS COMPUTACION,CANON,,
7819,Cartridge,40567,CARTRIDGE CANON PGI-125 N IP4810/MG6110/5210/X6540,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/40567_large.jpg,
8162,Cartridge,40607,CARTRIDGE CANON PGI-220 NEGRO IP3600/4600/4700/560,INSUMOS COMPUTACION,CANON,https://www.prisa.cl/catalog/images/large/40607_large.jpg,
21493,Cartridge,40601,CARTRIDGE EPSON C13S020447 CYAN PP-100,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/40601_large.jpg,
21493,Cartridge,40602,CARTRIDGE EPSON C13S020448 LIGHT CYAN PP-100,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/40602_large.jpg,
21493,Cartridge,40603,CARTRIDGE EPSON C13S020449 LIGHT MAGENTA PP-100,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/40603_large.jpg,
21493,Cartridge,40604,CARTRIDGE EPSON C13S020450 MAGENTA PP-100,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/40604_large.jpg,
21493,Cartridge,40605,CARTRIDGE EPSON C13S020451 YELLOW PP-100,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/40605_large.jpg,
21493,Cartridge,40606,CARTRIDGE EPSON C13S020452 NEGRO PP-100,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/40606_large.jpg,
19126,Cartridge,15890,CARTRIDGE EPSON T019311/T019201 NEGRO STYLUS 880/I,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/15890_large.jpg,
16070,Cartridge,15891,CARTRIDGE EPSON T020311/T020201 COLOR STYLUS 880,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/15891_large.jpg,
12550,Cartridge,20749,CARTRIDGE EPSON T046120 NEGRO C65/C63/C83/CX6300,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/20749_large.jpg,
8812,Cartridge,20750,CARTRIDGE EPSON T047220 CYAN C65/C63/C83/CX6300,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/20750_large.jpg,
8593,Cartridge,20751,CARTRIDGE EPSON T047320 MAGENTA C65/C63/C83/CX6300,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/20751_large.jpg,
8769,Cartridge,20752,CARTRIDGE EPSON T047420 YELLOW C65/C63/C83/CX6300,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/20752_large.jpg,
8190,Cartridge,22366,CARTRIDGE EPSON T063120 NG 67/87/CX3700/4100/4700,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/22366_large.jpg,
8190,Cartridge,22367,CARTRIDGE EPSON T063220 CYAN 67/87/3700/4100,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/22367_large.jpg,
8191,Cartridge,22368,CARTRIDGE EPSON T063320 MG 67/87/CX3700/4100,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/22368_large.jpg,
8190,Cartridge,22369,CARTRIDGE EPSON T063420 Y C67/C87/CX3700/4100,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/22369_large.jpg,
20790,Cartridge,27453,CARTRIDGE EPSON T072126 NEGRO C110 PACK X2,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/27453_large.jpg,
6231,Cartridge,23617,CARTRIDGE EPSON T073120 NG.C79/CX3900/CX4900/CX590,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/23617_large.jpg,
11967,Cartridge,25568,CARTRIDGE EPSON T073120H NG 3900/4900/5900/69,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/25568_large.jpg,
6111,Cartridge,23618,CARTRIDGE EPSON T073220 CYAN C79/CX3900/4900/5900,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/23618_large.jpg,
6111,Cartridge,23619,CARTRIDGE EPSON T073320 MAGEN C79/CX3900/4900/5900,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/23619_large.jpg,
6111,Cartridge,23628,CARTRIDGE EPSON T073420 YELLOW C79/CX3900/4900/590,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/23628_large.jpg,
14500,Cartridge,24905,CARTRIDGE EPSON T081120 NG 1410/1430,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/24905_large.jpg,
14952,Cartridge,24906,CARTRIDGE EPSON T081220 CYAN 1410/1430,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/24906_large.jpg,
14500,Cartridge,24907,CARTRIDGE EPSON T081320 MAGENTA 1410/1430,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/24907_large.jpg,
14500,Cartridge,24908,CARTRIDGE EPSON T081420 YELLOW 1410/1430,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/24908_large.jpg,
14500,Cartridge,24909,CARTRIDGE EPSON T081520 LIGHT CYAN 1410/1430,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/24909_large.jpg,
14787,Cartridge,24910,CARTRIDGE EPSON T081620 LIGHT MAGENTA 1410/1430,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/24910_large.jpg,
10395,Cartridge,22647,CARTRIDGE EPSON T082120 NEGRO R-270/290/T50,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/22647_large.jpg,
10395,Cartridge,22648,CARTRIDGE EPSON T082220 CYAN R-270/R-290/T50,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/22648_large.jpg,
10398,Cartridge,22649,CARTRIDGE EPSON T082320 MAGENTA R-270/R290/T50,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/22649_large.jpg,
10395,Cartridge,22650,CARTRIDGE EPSON T082420 YELLOW R-270/R290/T50,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/22650_large.jpg,
10395,Cartridge,22651,CARTRIDGE EPSON T082520 LIGHT CYAN R-270/R290/T50,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/22651_large.jpg,
10398,Cartridge,22652,CARTRIDGE EPSON T082620 LIGHT MAGEN R270/R290/T50,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/22652_large.jpg,
7573,Cartridge,25569,CARTRIDGE EPSON T090120 NEGRO C92/CX5600,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/25569_large.jpg,
18270,Cartridge,40298,CARTRIDGE EPSON T103120-AL NEGRO T40W/TX600FW,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/40298_large.jpg,
10395,Cartridge,40299,CARTRIDGE EPSON T103220-AL CYAN T40W/TX600FW,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/40299_large.jpg,
10395,Cartridge,40300,CARTRIDGE EPSON T103320-AL MAGENTA T40W/TX600FW,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/40300_large.jpg,
10395,Cartridge,40301,CARTRIDGE EPSON T103420-AL YELLOW T40W/TX600FW,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/40301_large.jpg,
18270,Cartridge,40272,CARTRIDGE EPSON T115126 NEGRO T33/T1110 PACK X2 UN,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/40272_large.jpg,
5670,Cartridge,24737,CARTRIDGE EPSON T117120 NEGRO T23/T24/TX105/TX115,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/24737_large.jpg,
8253,Cartridge,24996,CARTRIDGE EPSON T133120 NG TX420W/320F/TX235/TX430,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/24996_large.jpg,
5923,Cartridge,25462,CARTRIDGE EPSON T133220 CYAN T25/TX123/TX125/TX420,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/25462_large.jpg,
5923,Cartridge,25463,CARTRIDGE EPSON T133320 MAG T25/TX123/TX125/TX420,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/25463_large.jpg,
5923,Cartridge,25464,CARTRIDGE EPSON T133420 YELL T25/TX123/TX125/TX420,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/25464_large.jpg,
5229,Cartridge,25461,CARTRIDGE EPSON T135120 NEGR T25/TX125/123/133/135,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/25461_large.jpg,
32760,Cartridge,40492,CARTRIDGE EPSON T136126 NEGRO K101 / K301 2000 PAG,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/40492_large.jpg,
11403,Cartridge,24997,CARTRIDGE EPSON T138120 NG TX420W/235W/430W ALTO R,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/24997_large.jpg,
21420,Cartridge,40637,CARTRIDGE EPSON T138126D NG TX-525,INSUMOS COMPUTACION,EPSON,https://www.prisa.cl/catalog/images/large/40637_large.jpg,
